Time,Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz,
-0.10156,1.432020946e-14,5.568544807e-13,2.222338687e-13,7.746907515e-13,5.489222342e-13,3.006335967e-14,4.912840430e-13,4.770655908e-14,4.757510222e-15,1.777640943e-13,7.708450133e-13,1.044915312e-13,2.174058329e-13,5.140245484e-13,6.530915788e-13,3.053538042e-13,4.709334503e-13,6.158671740e-13,1.595098856e-13,2.307737152e-13,1.314631477e-13,3.549264073e-14,7.901011267e-14,1.234613481e-13,8.363365394e-14,4.602673072e-13,8.331945727e-13,6.516648559e-14,1.540613533e-12,5.834093542e-13,7.926491263e-13,1.949048914e-13
-0.09375,1.542129463e-14,5.619607249e-13,2.271361699e-13,7.846763889e-13,5.622474046e-13,3.220389888e-14,5.041004412e-13,4.951742378e-14,4.676761609e-15,1.846406387e-13,8.019380649e-13,1.047318788e-13,2.196771862e-13,5.298838295e-13,6.761048867e-13,3.157917990e-13,4.834577369e-13,6.234170585e-13,1.606894343e-13,2.384533887e-13,1.344376343e-13,3.506483637e-14,8.504927928e-14,1.281137741e-13,8.678295401e-14,4.747952907e-13,8.422775367e-13,7.109639055e-14,1.548387776e-12,5.901464604e-13,8.103645014e-13,2.028205579e-13
-0.085938,1.662146127e-14,5.659865516e-13,2.316280378e-13,7.931281700e-13,5.745023499e-13,3.456526482e-14,5.162045934e-13,5.121307258e-14,4.613234618e-15,1.915151684e-13,8.330824133e-13,1.047900838e-13,2.217479052e-13,5.457201762e-13,6.990834707e-13,3.264199876e-13,4.957432813e-13,6.297260273e-13,1.616858708e-13,2.460578379e-13,1.373300230e-13,3.459425747e-14,9.134892167e-14,1.327458461e-13,9.019064936e-14,4.888022927e-13,8.497676232e-13,7.784396364e-14,1.553249501e-12,5.960872932e-13,8.267070030e-13,2.105817048e-13
-0.078125,1.786717363e-14,5.687238297e-13,2.358436658e-13,7.999533751e-13,5.857788572e-13,3.710152308e-14,5.276114023e-13,5.281008810e-14,4.568079840e-15,1.983186521e-13,8.636861737e-13,1.045962626e-13,2.234828275e-13,5.612543080e-13,7.219428446e-13,3.372373514e-13,5.080069643e-13,6.350053189e-13,1.625736436e-13,2.538825584e-13,1.401851989e-13,3.409059266e-14,9.791726121e-14,1.374113481e-13,9.389695413e-14,5.023558974e-13,8.560260991e-13,8.551043616e-14,1.555654543e-12,6.014654930e-13,8.417380446e-13,2.183312235e-13
-0.070312,1.916456641e-14,5.702432481e-13,2.400886034e-13,8.050848861e-13,5.960444631e-13,3.968734404e-14,5.382686350e-13,5.438824006e-14,4.544896233e-15,2.049126430e-13,8.932359889e-13,1.041273728e-13,2.248218009e-13,5.763206181e-13,7.444746603e-13,3.481035926e-13,5.201582939e-13,6.392767039e-13,1.633839301e-13,2.620024106e-13,1.430688258e-13,3.354737414e-14,1.047078076e-13,1.421356574e-13,9.785997987e-14,5.152190926e-13,8.608377677e-13,9.404178313e-14,1.555601557e-12,6.065420571e-13,8.554705802e-13,2.259456168e-13
-0.0625,2.051917829e-14,5.704110940e-13,2.443502669e-13,8.087282187e-13,6.051981661e-13,4.251199314e-14,5.481046531e-13,5.595481298e-14,4.550172697e-15,2.113860700e-13,9.220193075e-13,1.034171220e-13,2.258289440e-13,5.908757393e-13,7.665771282e-13,3.587734783e-13,5.318859561e-13,6.422978087e-13,1.640907453e-13,2.701627098e-13,1.459505957e-13,3.295912299e-14,1.117274963e-13,1.468617787e-13,1.020055366e-13,5.272238382e-13,8.640340005e-13,1.033131232e-13,1.553089028e-12,6.112249789e-13,8.677735003e-13,2.332336703e-13
-0.054688,2.191449893e-14,5.693566041e-13,2.485411408e-13,8.109683830e-13,6.131549703e-13,4.562923762e-14,5.570025668e-13,5.746144461e-14,4.594365297e-15,2.177460878e-13,9.498022642e-13,1.025153755e-13,2.266262119e-13,6.048870094e-13,7.880935920e-13,3.692362239e-13,5.432005848e-13,6.442022799e-13,1.647830580e-13,2.784714567e-13,1.488473752e-13,3.233306278e-14,1.189257734e-13,1.516024661e-13,1.064307209e-13,5.383742518e-13,8.658350812e-13,1.134326790e-13,1.548625166e-12,6.157140586e-13,8.786735741e-13,2.401049284e-13
-0.046875,2.336220625e-14,5.676632036e-13,2.525874732e-13,8.117750607e-13,6.197412431e-13,4.879796071e-14,5.649320022e-13,5.884548438e-14,4.669192299e-15,2.238378392e-13,9.763530567e-13,1.014570887e-13,2.272195289e-13,6.185363831e-13,8.092448857e-13,3.796797073e-13,5.541117243e-13,6.450177087e-13,1.654111504e-13,2.869864830e-13,1.518002121e-13,3.168314184e-14,1.262838076e-13,1.563115668e-13,1.111281824e-13,5.485570818e-13,8.660657755e-13,1.244369558e-13,1.542256722e-12,6.201540667e-13,8.881203651e-13,2.465358032e-13
-0.039062,2.485406023e-14,5.650790601e-13,2.565431564e-13,8.112124968e-13,6.251482823e-13,5.206211322e-14,5.719754568e-13,6.007781100e-14,4.768503326e-15,2.296842744e-13,1.001791631e-12,1.001946164e-13,2.275602959e-13,6.318079607e-13,8.300575252e-13,3.902439978e-13,5.647719006e-13,6.447088527e-13,1.659795812e-13,2.955488613e-13,1.547748281e-13,3.103210703e-14,1.338666886e-13,1.609377994e-13,1.160984750e-13,5.578620465e-13,8.647517287e-13,1.363060568e-13,1.533866551e-12,6.241924833e-13,8.961596286e-13,2.527284533e-13
-0.03125,2.639437761e-14,5.609952680e-13,2.606358538e-13,8.091191191e-13,6.296643485e-13,5.555865859e-14,5.781338601e-13,6.126302574e-14,4.918161914e-15,2.352709235e-13,1.025636882e-12,9.866265930e-14,2.276160957e-13,6.443591319e-13,8.500774653e-13,4.009498107e-13,5.756052116e-13,6.436099641e-13,1.666942598e-13,3.043448033e-13,1.577358879e-13,3.039267602e-14,1.415892716e-13,1.655992889e-13,1.215881777e-13,5.663035263e-13,8.622038663e-13,1.494252386e-13,1.523615400e-12,6.278128636e-13,9.029065567e-13,2.587875970e-13
-0.023438,2.797014114e-14,5.556289908e-13,2.649012961e-13,8.053547845e-13,6.330881788e-13,5.918122752e-14,5.834878231e-13,6.252327131e-14,5.135099396e-15,2.404512457e-13,1.047594277e-12,9.691143140e-14,2.273225681e-13,6.560983964e-13,8.693976875e-13,4.116042434e-13,5.864484509e-13,6.417588414e-13,1.675846428e-13,3.134469540e-13,1.607044925e-13,2.976881565e-14,1.493475203e-13,1.703794096e-13,1.275262271e-13,5.736499691e-13,8.584396615e-13,1.638898608e-13,1.511811848e-12,6.315029050e-13,9.081932412e-13,2.645406613e-13
-0.015625,2.952583900e-14,5.493927647e-13,2.693079703e-13,8.001030964e-13,6.351510627e-13,6.297328752e-14,5.881513791e-13,6.377466475e-14,5.409417086e-15,2.452586367e-13,1.067883395e-12,9.505708575e-14,2.267060026e-13,6.670970932e-13,8.880783962e-13,4.219621633e-13,5.967798935e-13,6.388721747e-13,1.685690252e-13,3.225247699e-13,1.637259698e-13,2.917254080e-14,1.571422486e-13,1.752389016e-13,1.336686896e-13,5.799062762e-13,8.535530445e-13,1.793815074e-13,1.498846787e-12,6.353886700e-13,9.118434129e-13,2.699608964e-13
-0.0078125,3.109363114e-14,5.424750140e-13,2.739286629e-13,7.936254246e-13,6.358863664e-13,6.703841465e-14,5.920388202e-13,6.484484846e-14,5.753304554e-15,2.497952100e-13,1.086450634e-12,9.316391712e-14,2.258372916e-13,6.772313009e-13,9.055515518e-13,4.319091731e-13,6.065235645e-13,6.348264296e-13,1.696430737e-13,3.314984949e-13,1.667783425e-13,2.859467530e-14,1.649115395e-13,1.801168038e-13,1.401808639e-13,5.850369802e-13,8.474838177e-13,1.959811549e-13,1.484520894e-12,6.391380774e-13,9.138718840e-13,2.751104534e-13
0,3.269735589e-14,5.349517575e-13,2.786150988e-13,7.860420355e-13,6.354555085e-13,7.112899678e-14,5.951235966e-13,6.574062402e-14,6.184731976e-15,2.540279569e-13,1.103259242e-12,9.124034261e-14,2.247094531e-13,6.863731970e-13,9.216790116e-13,4.414035720e-13,6.157659980e-13,6.296177473e-13,1.708315512e-13,3.406167957e-13,1.697884868e-13,2.801889895e-14,1.726065895e-13,1.849277616e-13,1.471525875e-13,5.889444617e-13,8.401004260e-13,2.136267499e-13,1.468718094e-12,6.426430545e-13,9.144125239e-13,2.799062748e-13
0.0078125,3.429136874e-14,5.267413458e-13,2.833974524e-13,7.772995362e-13,6.339561872e-13,7.514277860e-14,5.975178817e-13,6.656563293e-14,6.695123865e-15,2.578771509e-13,1.118302931e-12,8.928249138e-14,2.233526672e-13,6.945483629e-13,9.367222522e-13,4.505442042e-13,6.245559379e-13,6.234217645e-13,1.721936057e-13,3.500113858e-13,1.727937120e-13,2.746984532e-14,1.802316066e-13,1.897030966e-13,1.544534625e-13,5.918001352e-13,8.317486273e-13,2.321206971e-13,1.452109919e-12,6.461358952e-13,9.136666731e-13,2.843397511e-13
0.015625,3.592600519e-14,5.179423031e-13,2.886848955e-13,7.675483784e-13,6.313652478e-13,7.937761728e-14,5.992703770e-13,6.731015145e-14,7.305067708e-15,2.613398686e-13,1.131473520e-12,8.731114742e-14,2.217934655e-13,7.017934379e-13,9.506675245e-13,4.593342453e-13,6.329398663e-13,6.163146138e-13,1.737284763e-13,3.595296734e-13,1.758542633e-13,2.697098966e-14,1.877028718e-13,1.945483374e-13,1.621489067e-13,5.935554796e-13,8.225371322e-13,2.518500740e-13,1.434836769e-12,6.496948677e-13,9.116597546e-13,2.884401366e-13
0.023438,3.763415208e-14,5.087476569e-13,2.943101494e-13,7.571129108e-13,6.277220725e-13,8.386103365e-14,6.003610806e-13,6.791439705e-14,8.038792088e-15,2.645118601e-13,1.142747945e-12,8.538494015e-14,2.200678867e-13,7.080744342e-13,9.633132388e-13,4.675590245e-13,6.408488801e-13,6.081985483e-13,1.754794608e-13,3.689957185e-13,1.788935010e-13,2.651773879e-14,1.948684875e-13,1.993811333e-13,1.703012046e-13,5.940277616e-13,8.123536253e-13,2.729055482e-13,1.416803248e-12,6.532497262e-13,9.083877655e-13,2.921015657e-13
0.03125,3.934841159e-14,4.992208023e-13,2.997982510e-13,7.459304969e-13,6.231634458e-13,8.840901992e-14,6.007599117e-13,6.837232408e-14,8.854179473e-15,2.673917432e-13,1.151911522e-12,8.352651706e-14,2.183326125e-13,7.134286674e-13,9.745960706e-13,4.753727017e-13,6.482381696e-13,5.992292922e-13,1.775796312e-13,3.784528143e-13,1.818777019e-13,2.612995130e-14,2.017149857e-13,2.040976211e-13,1.788595496e-13,5.934035980e-13,8.014733210e-13,2.949763384e-13,1.398528871e-12,6.568997844e-13,9.040854303e-13,2.953626006e-13
0.039062,4.102760671e-14,4.893927027e-13,3.053035512e-13,7.338636661e-13,6.177374024e-13,9.304591924e-14,6.005543121e-13,6.870487287e-14,9.717673267e-15,2.697813231e-13,1.158935217e-12,8.165340656e-14,2.165422938e-13,7.177793373e-13,9.846072118e-13,4.829823881e-13,6.550399605e-13,5.894497108e-13,1.799079217e-13,3.878519384e-13,1.848419047e-13,2.582918084e-14,2.084325476e-13,2.087368432e-13,1.877103543e-13,5.918090273e-13,7.899137295e-13,3.179520385e-13,1.379873530e-12,6.605799478e-13,8.988436804e-13,2.984524060e-13
0.046875,4.263255475e-14,4.789919207e-13,3.109720883e-13,7.209907290e-13,6.114570753e-13,9.773017221e-14,5.998084266e-13,6.895772732e-14,1.064241926e-14,2.715324327e-13,1.164005238e-12,7.967027487e-14,2.144506840e-13,7.206994884e-13,9.928915734e-13,4.900177480e-13,6.612546892e-13,5.787877212e-13,1.823164784e-13,3.970789707e-13,1.876942270e-13,2.560840128e-14,2.149716310e-13,2.133008770e-13,1.967371763e-13,5.891089111e-13,7.774296954e-13,3.415267335e-13,1.360325175e-12,6.639612335e-13,8.924751400e-13,3.014246737e-13
